experiment_id,timestamp_utc,relative_time_sec,sample_index,role,device,sample_interval_ms,telemetry_source,bytes_sent_total,bytes_received_total,bytes_sent_delta,bytes_received_delta,cpu_usage_percent,memory_usage_mb,memory_usage_percent,gpu_usage_percent,gpu_memory_used_mb,gpu_memory_total_mb,cpu_power_w,gpu_power_w,system_power_w,cpu_energy_j,gpu_energy_j,system_energy_j
20260820_142704_79edcc8b,2026-08-20T18:31:08.469929+00:00,244.24834441300482,485,server,ubuntu,500,psutil,13014241049,26887009773,94,196,5.3,12855.234375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:08.970392+00:00,244.74880729601136,486,server,ubuntu,500,psutil,13014241453,26887010253,404,480,4.3,12855.4296875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:09.470741+00:00,245.2491559140035,487,server,ubuntu,500,psutil,13014241547,26887010458,94,205,4.0,12855.6484375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:09.971125+00:00,245.74954010400688,488,server,ubuntu,500,psutil,13014241923,26887010892,376,434,4.5,12855.6484375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:10.471524+00:00,246.24993836600333,489,server,ubuntu,500,psutil,13014242320,26887011246,397,354,5.0,12855.6484375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:10.972013+00:00,246.75042772601591,490,server,ubuntu,500,psutil,13014242602,26887012247,282,1001,5.3,12855.6484375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:11.472676+00:00,247.25109073900967,491,server,ubuntu,500,psutil,13014242696,26887012449,94,202,10.6,12856.38671875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:11.973154+00:00,247.7515696079936,492,server,ubuntu,500,psutil,13014242978,26887012784,282,335,4.8,12857.13671875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:12.473631+00:00,248.25204630199005,493,server,ubuntu,500,psutil,13014243072,26887012995,94,211,5.3,12865.9375,40.4,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:12.974084+00:00,248.75249933099258,494,server,ubuntu,500,psutil,13014271876,26887015447,28804,2452,7.8,12871.0546875,40.4,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:13.474571+00:00,249.25298623001436,495,server,ubuntu,500,psutil,13014271970,26887015552,94,105,5.3,12870.6796875,40.4,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:13.975057+00:00,249.75347270301427,496,server,ubuntu,500,psutil,13014272792,26887015684,822,132,2.3,12870.69140625,40.4,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:14.476587+00:00,250.25500033301068,497,server,ubuntu,500,psutil,13015361971,26887032147,1089179,16463,21.6,12926.5625,40.6,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:14.977068+00:00,250.75548342301045,498,server,ubuntu,500,psutil,13017655142,26887064379,2293171,32232,12.1,12917.08984375,40.5,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:15.477544+00:00,251.2559596300125,499,server,ubuntu,500,psutil,13017655236,26887064379,94,0,2.2,12917.56640625,40.5,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:15.977932+00:00,251.75634772400372,500,server,ubuntu,500,psutil,13017656695,26887065251,1459,872,2.0,12917.55859375,40.5,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:16.478344+00:00,252.25675861499622,501,server,ubuntu,500,psutil,13017657345,26887067696,650,2445,1.5,12917.15625,40.5,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:16.978707+00:00,252.7571215100179,502,server,ubuntu,500,psutil,13017657345,26887067696,0,0,1.7,12917.09375,40.5,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:17.479290+00:00,253.2577055680158,503,server,ubuntu,500,psutil,13017670474,26887073361,13129,5665,2.3,12921.04296875,40.5,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:17.979819+00:00,253.7582337660133,504,server,ubuntu,500,psutil,13017670568,26887073736,94,375,1.8,12922.75,40.5,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:18.480277+00:00,254.25869263199274,505,server,ubuntu,500,psutil,13017670756,26887073868,188,132,1.3,12892.1015625,40.4,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:18.980667+00:00,254.75908256700495,506,server,ubuntu,500,psutil,13017670756,26887073868,0,0,1.3,12892.34375,40.4,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:19.481121+00:00,255.2595355930098,507,server,ubuntu,500,psutil,13017670944,26887074000,188,132,1.5,12892.12890625,40.4,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:19.981583+00:00,255.759998472,508,server,ubuntu,500,psutil,13017670944,26887074000,0,0,1.5,12892.12890625,40.4,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:20.482043+00:00,256.26045778300613,509,server,ubuntu,500,psutil,13017671132,26887074132,188,132,1.5,12889.7890625,40.4,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:20.982662+00:00,256.76107796499855,510,server,ubuntu,500,psutil,13017671132,26887074132,0,0,1.8,12890.7734375,40.4,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:21.483076+00:00,257.2614907800162,511,server,ubuntu,500,psutil,13017671464,26887074350,332,218,1.3,12874.80078125,40.4,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:21.983584+00:00,257.7619825680158,512,server,ubuntu,500,psutil,13017671652,26887074416,188,66,1.3,12875.046875,40.4,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:22.484155+00:00,258.262570640014,513,server,ubuntu,500,psutil,13017680162,26887082202,8510,7786,1.5,12876.015625,40.4,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:22.984614+00:00,258.7630287010106,514,server,ubuntu,500,psutil,13017746496,26887084016,66334,1814,2.5,12875.44140625,40.4,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:23.485087+00:00,259.2635024100018,515,server,ubuntu,500,psutil,13017746590,26887084082,94,66,1.3,12872.13671875,40.4,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:23.985559+00:00,259.7639747100184,516,server,ubuntu,500,psutil,13017746684,26887084148,94,66,1.3,12872.13671875,40.4,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:24.486028+00:00,260.26444316099514,517,server,ubuntu,500,psutil,13017746778,26887084214,94,66,1.5,12864.18359375,40.4,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:24.986501+00:00,260.7649156039988,518,server,ubuntu,500,psutil,13017746872,26887084280,94,66,1.5,12864.18359375,40.4,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:25.486852+00:00,261.26526774899685,519,server,ubuntu,500,psutil,13017747081,26887084427,209,147,1.3,12861.01953125,40.4,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:25.987329+00:00,261.76574433699716,520,server,ubuntu,500,psutil,13017747269,26887084598,188,171,1.7,12861.01953125,40.4,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:26.487727+00:00,262.26614229701227,521,server,ubuntu,500,psutil,13017750944,26887089715,3675,5117,1.8,12859.421875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:26.988202+00:00,262.7666166929994,522,server,ubuntu,500,psutil,13017751258,26887089945,314,230,2.0,12859.66796875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:27.488609+00:00,263.2670237350103,523,server,ubuntu,500,psutil,13017751642,26887090147,384,202,1.5,12859.40625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:27.989090+00:00,263.7675052070117,524,server,ubuntu,500,psutil,13017786561,26887091222,34919,1075,1.8,12859.625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:28.489574+00:00,264.26798866299214,525,server,ubuntu,500,psutil,13017794582,26887091849,8021,627,1.5,12856.67578125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:28.990050+00:00,264.76846545000444,526,server,ubuntu,500,psutil,13017794892,26887092137,310,288,1.7,12856.66015625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:29.490533+00:00,265.2689486920135,527,server,ubuntu,500,psutil,13017794892,26887092137,0,0,1.3,12856.6796875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:29.991011+00:00,265.7694268740015,528,server,ubuntu,500,psutil,13017795080,26887092269,188,132,1.3,12856.6796875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:30.491485+00:00,266.2699004840106,529,server,ubuntu,500,psutil,13017795268,26887092335,188,66,1.5,12856.6796875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:30.992234+00:00,266.7706492319994,530,server,ubuntu,500,psutil,13017795456,26887092467,188,132,1.5,12856.6796875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:31.493059+00:00,267.27147444701404,531,server,ubuntu,500,psutil,13017795456,26887092467,0,0,1.3,12856.92578125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:31.993569+00:00,267.77198432199657,532,server,ubuntu,500,psutil,13017795644,26887092599,188,132,1.5,12856.92578125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:32.494319+00:00,268.27273461199366,533,server,ubuntu,500,psutil,13017795644,26887092599,0,0,1.5,12856.92578125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:32.994759+00:00,268.77317413600395,534,server,ubuntu,500,psutil,13017795738,26887092665,94,66,1.3,12856.92578125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:33.495146+00:00,269.273561081005,535,server,ubuntu,500,psutil,13017795832,26887092731,94,66,1.3,12857.40234375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:33.995556+00:00,269.7739707810106,536,server,ubuntu,500,psutil,13017795926,26887092797,94,66,1.5,12857.40234375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:34.495936+00:00,270.2743510750006,537,server,ubuntu,500,psutil,13017796020,26887092863,94,66,1.5,12857.46484375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:34.996510+00:00,270.7749249220069,538,server,ubuntu,500,psutil,13017796459,26887092995,439,132,1.3,12857.1796875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:35.496986+00:00,271.27540042900364,539,server,ubuntu,500,psutil,13017796553,26887093127,94,132,2.0,12856.97265625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:35.997451+00:00,271.7758665730071,540,server,ubuntu,500,psutil,13017798441,26887094294,1888,1167,1.3,12856.97265625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:36.497966+00:00,272.2763805119903,541,server,ubuntu,500,psutil,13017798629,26887094426,188,132,2.7,12856.375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:36.998413+00:00,272.7768280839955,542,server,ubuntu,500,psutil,13017798817,26887094597,188,171,1.3,12856.125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:37.498760+00:00,273.2771745719947,543,server,ubuntu,500,psutil,13017800131,26887095583,1314,986,1.8,12853.55859375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:37.999230+00:00,273.7776449850062,544,server,ubuntu,500,psutil,13017800131,26887095583,0,0,1.7,12853.55859375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:38.499640+00:00,274.2780549460149,545,server,ubuntu,500,psutil,13017800319,26887095715,188,132,1.3,12853.54296875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:39.000105+00:00,274.7785201689985,546,server,ubuntu,500,psutil,13017800434,26887095796,115,81,1.5,12853.59765625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:39.500596+00:00,275.2790110569913,547,server,ubuntu,500,psutil,13017800622,26887095928,188,132,1.8,12853.59765625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:40.001076+00:00,275.7794913990074,548,server,ubuntu,500,psutil,13017800622,26887095928,0,0,1.3,12853.59765625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:40.501626+00:00,276.2800415760139,549,server,ubuntu,500,psutil,13017800904,26887096165,282,237,1.5,12853.59765625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:41.002116+00:00,276.780531589,550,server,ubuntu,500,psutil,13017800904,26887096843,0,678,1.8,12853.59765625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:41.502602+00:00,277.28101672799676,551,server,ubuntu,500,psutil,13017801092,26887096975,188,132,1.3,12853.66015625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:42.003090+00:00,277.7815050120116,552,server,ubuntu,500,psutil,13017801092,26887096975,0,0,1.7,12853.66015625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:42.503570+00:00,278.2819853280089,553,server,ubuntu,500,psutil,13017801280,26887097107,188,132,1.0,12853.66015625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:43.004039+00:00,278.78245433201664,554,server,ubuntu,500,psutil,13017801500,26887097201,220,94,2.0,12853.66015625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:43.504511+00:00,279.28292643401073,555,server,ubuntu,500,psutil,13017802322,26887097333,822,132,1.5,12853.66015625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:44.004990+00:00,279.78340584400576,556,server,ubuntu,500,psutil,13017802322,26887097333,0,0,1.5,12853.90625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:44.505475+00:00,280.28389036800945,557,server,ubuntu,500,psutil,13017802510,26887097465,188,132,1.5,12853.890625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:45.005836+00:00,280.7842509089969,558,server,ubuntu,500,psutil,13017802510,26887097465,0,0,1.5,12853.890625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:45.506314+00:00,281.28472885800875,559,server,ubuntu,500,psutil,13017807463,26887100393,4953,2928,3.0,12853.890625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:46.007038+00:00,281.78545273901545,560,server,ubuntu,500,psutil,13017807889,26887100577,426,184,1.5,12853.890625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:46.507757+00:00,282.2861713000166,561,server,ubuntu,500,psutil,13017811530,26887105492,3641,4915,1.5,12853.640625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:47.008322+00:00,282.786737582006,562,server,ubuntu,500,psutil,13017811530,26887105492,0,0,1.7,12853.6640625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:47.508689+00:00,283.28710367600434,563,server,ubuntu,500,psutil,13017829702,26887106576,18172,1084,1.8,12853.9453125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:48.009433+00:00,283.78784827000345,564,server,ubuntu,500,psutil,13017829702,26887106576,0,0,2.0,12853.9375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:48.510147+00:00,284.28856185200857,565,server,ubuntu,500,psutil,13017829890,26887106708,188,132,1.7,12854.3359375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:49.010890+00:00,284.78930533101084,566,server,ubuntu,500,psutil,13017830012,26887106864,122,156,1.3,12854.3359375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:49.511526+00:00,285.2899409760139,567,server,ubuntu,500,psutil,13017830294,26887107101,282,237,1.5,12854.3359375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:50.011925+00:00,285.79033928900026,568,server,ubuntu,500,psutil,13017830294,26887107101,0,0,1.5,12854.3359375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:50.512341+00:00,286.29075569901033,569,server,ubuntu,500,psutil,13017830670,26887107299,376,198,1.3,12854.3359375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:51.012798+00:00,286.79121264701826,570,server,ubuntu,500,psutil,13017830670,26887107299,0,0,1.5,12854.3359375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:51.513272+00:00,287.2916872850037,571,server,ubuntu,500,psutil,13017830986,26887107597,316,298,1.8,12854.328125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:52.013807+00:00,287.79222244999255,572,server,ubuntu,500,psutil,13017830986,26887107597,0,0,1.5,12854.328125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:52.514278+00:00,288.2926932190021,573,server,ubuntu,500,psutil,13017831597,26887107966,611,369,2.0,12854.328125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:53.014773+00:00,288.7931874660135,574,server,ubuntu,500,psutil,13017831986,26887108424,389,458,1.8,12852.046875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:53.515242+00:00,289.2936568699952,575,server,ubuntu,500,psutil,13017832289,26887108637,303,213,1.5,12852.015625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:54.015660+00:00,289.79407460600487,576,server,ubuntu,500,psutil,13017832289,26887108637,0,0,1.5,12852.015625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:54.516197+00:00,290.29461192601593,577,server,ubuntu,500,psutil,13017832477,26887108703,188,66,1.3,12852.015625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:55.016652+00:00,290.7950671869912,578,server,ubuntu,500,psutil,13017832571,26887108874,94,171,1.3,12852.015625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:55.517121+00:00,291.29553669499,579,server,ubuntu,500,psutil,13017832665,26887108940,94,66,1.5,12852.01171875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:56.017591+00:00,291.79600635298993,580,server,ubuntu,500,psutil,13017832759,26887109006,94,66,1.3,12852.01171875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:56.518060+00:00,292.29647530199145,581,server,ubuntu,500,psutil,13017832853,26887109072,94,66,1.3,12852.01171875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:57.018531+00:00,292.7969466529903,582,server,ubuntu,500,psutil,13017832947,26887109138,94,66,1.3,12852.2578125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:57.519072+00:00,293.2974869919999,583,server,ubuntu,500,psutil,13017834630,26887110104,1683,966,2.5,12852.25390625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:58.019758+00:00,293.7981729590101,584,server,ubuntu,500,psutil,13017834818,26887110236,188,132,1.3,12852.25,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:58.520483+00:00,294.2988979330112,585,server,ubuntu,500,psutil,13017834818,26887110236,0,0,1.3,12852.23828125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:59.021209+00:00,294.7996235800092,586,server,ubuntu,500,psutil,13017835006,26887110368,188,132,1.5,12852.23828125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:31:59.521976+00:00,295.3003910359985,587,server,ubuntu,500,psutil,13017835006,26887110368,0,0,1.0,12852.23828125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:00.022466+00:00,295.80088091499056,588,server,ubuntu,500,psutil,13017835194,26887110500,188,132,1.8,12852.23828125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:00.523230+00:00,296.30164525599685,589,server,ubuntu,500,psutil,13017835194,26887110500,0,0,1.0,12852.23828125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:01.023959+00:00,296.802374263003,590,server,ubuntu,500,psutil,13017835382,26887110632,188,132,1.8,12852.23828125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:01.524707+00:00,297.30312205001246,591,server,ubuntu,500,psutil,13017835382,26887110632,0,0,1.3,12852.23828125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:02.025454+00:00,297.803869210009,592,server,ubuntu,500,psutil,13017835570,26887110764,188,132,1.3,12852.23828125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:02.526206+00:00,298.3046213130001,593,server,ubuntu,500,psutil,13017835570,26887110764,0,0,1.8,12852.23828125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:03.026678+00:00,298.8050930449972,594,server,ubuntu,500,psutil,13017835758,26887110896,188,132,1.3,12852.23828125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:03.527420+00:00,299.3058349819912,595,server,ubuntu,500,psutil,13017835852,26887111001,94,105,2.2,12852.23828125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:04.028105+00:00,299.80652049399214,596,server,ubuntu,500,psutil,13017836040,26887111133,188,132,1.3,12852.23828125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:04.528532+00:00,300.3069334430038,597,server,ubuntu,500,psutil,13017836040,26887111133,0,0,1.0,12852.21875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:05.028927+00:00,300.8073425060138,598,server,ubuntu,500,psutil,13017836228,26887111265,188,132,1.3,12852.21875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:05.529509+00:00,301.30792392001604,599,server,ubuntu,500,psutil,13017836228,26887111265,0,0,1.8,12852.21875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:06.029993+00:00,301.8084075730003,600,server,ubuntu,500,psutil,13017836416,26887111397,188,132,1.3,12852.21875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:06.530463+00:00,302.3088781730039,601,server,ubuntu,500,psutil,13017840192,26887116442,3776,5045,1.5,12852.21875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:07.030926+00:00,302.8093410349975,602,server,ubuntu,500,psutil,13017840474,26887116574,282,132,1.0,12852.203125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:07.531391+00:00,303.30980682501104,603,server,ubuntu,500,psutil,13017840694,26887116734,220,160,1.3,12852.2265625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:08.031920+00:00,303.8103344179981,604,server,ubuntu,500,psutil,13017841694,26887117561,1000,827,1.0,12851.10546875,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:08.532512+00:00,304.3109269190172,605,server,ubuntu,500,psutil,13017841694,26887117561,0,0,1.5,12851.09375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:09.032868+00:00,304.81128212300246,606,server,ubuntu,500,psutil,13017842098,26887117954,404,393,1.3,12851.1484375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:09.533355+00:00,305.31177058501635,607,server,ubuntu,500,psutil,13017842098,26887117954,0,0,1.5,12851.1484375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:10.033777+00:00,305.81219216200407,608,server,ubuntu,500,psutil,13017842286,26887118086,188,132,1.5,12851.1484375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:10.534249+00:00,306.31266442200285,609,server,ubuntu,500,psutil,13017842474,26887118152,188,66,1.0,12851.1484375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:11.034673+00:00,306.81308841801365,610,server,ubuntu,500,psutil,13017842662,26887118962,188,810,1.5,12851.1484375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:11.535137+00:00,307.31355296701076,611,server,ubuntu,500,psutil,13017842662,26887118962,0,0,6.5,12851.15625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:12.035503+00:00,307.8139180820144,612,server,ubuntu,500,psutil,13017842964,26887119172,302,210,1.3,12851.15625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:12.535971+00:00,308.31438565600547,613,server,ubuntu,500,psutil,13017842964,26887119172,0,0,1.3,12851.15625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:13.036434+00:00,308.81484910901054,614,server,ubuntu,500,psutil,13017843348,26887119412,384,240,1.3,12851.15625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:13.536784+00:00,309.31519929799833,615,server,ubuntu,500,psutil,13017843982,26887119412,634,0,1.0,12851.15625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:14.037250+00:00,309.81566558999475,616,server,ubuntu,500,psutil,13017844170,26887119544,188,132,1.3,12851.15625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:14.537731+00:00,310.31614588800585,617,server,ubuntu,500,psutil,13017844264,26887119610,94,66,1.5,12851.40234375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:15.038203+00:00,310.81661855900893,618,server,ubuntu,500,psutil,13017844754,26887120030,490,420,1.5,12851.40234375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:15.538727+00:00,311.31714221899165,619,server,ubuntu,500,psutil,13017849645,26887123048,4891,3018,2.3,12851.40234375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:16.039215+00:00,311.8176302929933,620,server,ubuntu,500,psutil,13017849927,26887123180,282,132,2.0,12851.40234375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:16.539610+00:00,312.31802577900817,621,server,ubuntu,500,psutil,13017849927,26887123180,0,0,1.5,12852.11328125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:17.040083+00:00,312.8184982489911,622,server,ubuntu,500,psutil,13017852292,26887127160,2365,3980,1.8,12852.11328125,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:17.540822+00:00,313.3192372159974,623,server,ubuntu,500,psutil,13017859053,26887129824,6761,2664,1.8,12852.90234375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:18.041311+00:00,313.81972631899407,624,server,ubuntu,500,psutil,13017859147,26887129890,94,66,1.8,12852.90234375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:18.541808+00:00,314.3202232620097,625,server,ubuntu,500,psutil,13017859241,26887129956,94,66,1.0,12852.72265625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:19.042285+00:00,314.8206999300164,626,server,ubuntu,500,psutil,13017859450,26887130103,209,147,1.8,12852.72265625,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:19.543064+00:00,315.32147847500164,627,server,ubuntu,500,psutil,13017859544,26887130169,94,66,1.3,12852.71484375,40.3,,,,,,,,,
20260820_142704_79edcc8b,2026-08-20T18:32:20.043546+00:00,315.8219614349946,628,server,ubuntu,500,psutil,13017859544,26887130169,0,0,1.5,12852.71484375,40.3,,,,,,,,,
