experiment_id,row_type,window_index,window_start_sec,window_end_sec,packet_count_total,direction_switch_count,direction_switch_rate,burst_count_total,burst_count_up,burst_count_down,burst_frequency_per_second,idle_gap_count,idle_time_total_sec,idle_time_mean_sec,idle_time_max_sec,tcp_packet_count,udp_packet_count,tcp_syn_count,tcp_ack_count,tcp_fin_count,tcp_rst_count,tcp_retransmission_count,tls_record_count,connection_count,packet_size_mean,packet_size_median,packet_size_std,packet_size_min,packet_size_max,packet_size_q25,packet_size_q75,packet_size_p90,packet_size_p95,packet_size_entropy,packet_size_skewness,packet_size_kurtosis,upload_packet_size_mean,upload_packet_size_std,upload_packet_size_min,upload_packet_size_max,download_packet_size_mean,download_packet_size_std,download_packet_size_min,download_packet_size_max,iat_sec_mean,iat_sec_median,iat_sec_std,iat_sec_min,iat_sec_max,iat_sec_q25,iat_sec_q75,iat_sec_p90,iat_sec_p95,iat_sec_entropy,iat_sec_skewness,iat_sec_kurtosis,burst_bytes_mean,burst_bytes_std,burst_bytes_min,burst_bytes_max,burst_packets_mean,burst_packets_std,burst_packets_min,burst_packets_max,burst_duration_sec_mean,burst_duration_sec_std,burst_duration_sec_min,burst_duration_sec_max,burst_interval_sec_mean,burst_interval_sec_std,burst_interval_sec_min,burst_interval_sec_max,tls_record_size_mean,tls_record_size_std,tls_record_size_min,tls_record_size_max
20260820_142704_79edcc8b,overall,,,,479631,48548,0.10121947914125651,17,9,8,0.017481582425974564,16,767.4074909687042,47.962968185544014,202.57570505142212,479631,0,6,479628,5,1,36,10,3,1279.7944774211842,1514.0,534.1882891007044,54.0,1514.0,1514.0,1514.0,1514.0,1514.0,0.638523977112223,-1.842615429985372,1.39555345109037,1008.9960057769554,691.609745770908,54.0,1514.0,1438.5399222819347,322.5668536188837,54.0,1514.0,0.0020275045593971482,9.5367431640625e-07,0.5089673725352325,0.0,202.57570505142212,9.5367431640625e-07,2.86102294921875e-06,0.0009329319000244141,0.0032079219818115234,0.00024995411118232294,350.2400165415043,126561.82206121288,36107594.4117647,38603306.86617868,196.0,109181368.0,28213.58823529412,30102.26165640133,3.0,84790.0,12.06144240323235,13.532627821231266,0.007829904556274414,38.80918598175049,47.962968185544014,73.92500774501343,0.6168408393859863,202.57570505142212,14402.8,2143.419968181691,8177.0,15685.0
